Match,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6
417,rotateC,rotateB,rotateA,random3B,random3C,random3A
418,rotate0C,equalizeA,rotate0A,rotate0B,equalizeB,equalizeC
419,random3C,turntakingA,turntakingB,turntakingC,random3A,random3B
420,turntakingC,rotate0B,turntakingB,turntakingA,rotate0C,rotate0A
421,rotate0B,rotate0C,rotate0A,rotate0C,rotate0A,rotate0B
422,rotate0C,randomB,randomA,rotate0B,randomC,rotate0A
423,random3B,random3A,random3C,random3B,random3A,random3C
424,rotateC,casteB,casteA,rotateB,casteC,rotateA
425,rotateB,randomA,rotateC,randomB,rotateA,randomC
426,equalizeB,rotateA,rotateC,equalizeA,equalizeC,rotateB
427,randomC,casteA,randomA,randomB,casteB,casteC
428,rotateB,casteA,rotateA,casteC,casteB,rotateC
429,rotateC,random3A,rotateA,random3C,random3B,rotateB
430,rotateA,random3C,random3B,rotateB,random3A,rotateC
431,rotate0A,rotate0B,rotate0C,casteB,casteC,casteA
432,turntakingC,randomC,randomA,randomB,turntakingA,turntakingB
433,equalizeB,equalizeC,turntakingC,equalizeA,turntakingB,turntakingA
434,rotate0B,rotate0C,random3C,rotate0A,random3B,random3A
435,equalizeB,turntakingA,turntakingC,equalizeA,equalizeC,turntakingB
436,casteC,rotate0C,rotate0A,rotate0B,casteA,casteB
437,challengerC,rotateA,rotateC,challengerA,challengerB,rotateB
438,equalizeB,equalizeC,equalizeB,equalizeC,equalizeA,equalizeA
439,casteA,casteC,challengerC,challengerA,challengerB,casteB
440,rotateB,rotateA,rotateB,rotateC,rotateC,rotateA
441,rotateA,rotateC,casteC,casteA,casteB,rotateB
442,casteA,casteB,challengerB,challengerC,casteC,challengerA
443,rotate0A,rotate0C,randomC,randomA,randomB,rotate0B
444,random3B,rotateA,rotateC,random3A,random3C,rotateB
445,random3B,random3C,turntakingC,random3A,turntakingB,turntakingA
446,casteC,rotate0A,casteA,rotate0C,rotate0B,casteB
447,rotateA,randomC,randomB,rotateB,randomA,rotateC
448,casteA,casteC,casteB,casteB,casteC,casteA
449,random3A,random3A,random3B,random3C,random3C,random3B
450,casteB,turntakingA,casteA,turntakingC,turntakingB,casteC
451,challengerB,randomA,challengerC,randomB,challengerA,randomC
452,randomA,randomB,randomC,challengerB,challengerC,challengerA
453,casteB,casteB,casteC,casteA,casteA,casteC
454,challengerB,challengerA,challengerB,challengerC,challengerA,challengerC
455,equalizeC,casteB,casteA,equalizeB,casteC,equalizeA
456,casteC,random3A,random3C,casteA,casteB,random3B
457,turntakingC,radicaleqA,radicaleqC,turntakingA,turntakingB,radicaleqB
458,rotate0C,rotateB,rotateA,rotate0B,rotateC,rotate0A
459,turntakingC,equalizeB,turntakingB,turntakingA,equalizeC,equalizeA
460,turntakingC,random3A,turntakingA,random3C,random3B,turntakingB
461,casteB,casteC,challengerC,casteA,challengerB,challengerA
462,rotate0B,rotate0C,turntakingC,rotate0A,turntakingB,turntakingA
463,rotateB,challengerA,rotateA,challengerC,challengerB,rotateC
464,radicaleqA,radicaleqA,radicaleqB,radicaleqB,radicaleqC,radicaleqC
465,casteC,randomA,casteA,randomC,randomB,casteB
466,casteB,casteA,casteB,casteA,casteC,casteC
467,randomB,rotateA,rotateC,randomA,randomC,rotateB
468,equalizeC,rotateA,rotateB,rotateC,equalizeA,equalizeB
469,randomB,random3A,random3C,randomA,randomC,random3B
470,radicaleqC,challengerB,radicaleqB,challengerA,radicaleqA,challengerC
471,equalizeB,equalizeC,rotateC,equalizeA,rotateB,rotateA
472,rotate0C,radicaleqA,rotate0A,rotate0B,radicaleqB,radicaleqC
473,rotate0C,rotateA,rotateB,rotateC,rotate0A,rotate0B
474,equalizeC,casteA,casteB,casteC,equalizeA,equalizeB
475,rotateA,rotateB,turntakingB,turntakingC,rotateC,turntakingA
476,equalizeC,radicaleqA,radicaleqC,equalizeA,equalizeB,radicaleqB
477,turntakingB,turntakingA,turntakingA,turntakingB,turntakingC,turntakingC
478,randomA,randomC,challengerC,challengerA,challengerB,randomB
479,random3B,randomA,random3C,randomB,random3A,randomC
480,rotate0C,rotate0C,rotate0B,rotate0B,rotate0A,rotate0A
481,random3A,random3C,random3B,random3A,random3C,random3B
482,casteA,casteB,casteA,casteC,casteC,casteB
483,random3A,random3B,random3C,challengerB,challengerC,challengerA
484,rotate0A,rotate0B,rotate0C,radicaleqB,radicaleqC,radicaleqA
485,random3C,random3A,random3B,random3B,random3C,random3A
486,turntakingC,casteA,turntakingA,casteC,casteB,turntakingB
487,rotateA,radicaleqC,radicaleqB,rotateB,radicaleqA,rotateC
488,randomA,randomC,randomC,randomB,randomA,randomB
489,turntakingB,radicaleqA,turntakingC,radicaleqB,turntakingA,radicaleqC
490,challengerC,radicaleqA,challengerA,radicaleqC,radicaleqB,challengerB
491,equalizeA,equalizeC,casteC,casteA,casteB,equalizeB
492,turntakingC,challengerA,turntakingA,turntakingB,challengerB,challengerC
493,turntakingC,challengerB,turntakingB,challengerA,turntakingA,challengerC
494,radicaleqB,rotateA,radicaleqA,rotateC,rotateB,radicaleqC
495,casteA,radicaleqC,radicaleqB,casteB,radicaleqA,casteC
496,randomC,rotate0A,randomA,rotate0C,rotate0B,randomB
497,turntakingA,turntakingA,turntakingB,turntakingB,turntakingC,turntakingC
498,challengerA,challengerC,radicaleqB,radicaleqA,radicaleqC,challengerB
499,challengerA,challengerB,casteC,challengerC,casteA,casteB
500,casteA,casteB,equalizeC,casteC,equalizeA,equalizeB
501,rotate0C,turntakingA,rotate0A,rotate0B,turntakingB,turntakingC
502,equalizeB,equalizeA,randomC,randomB,equalizeC,randomA
503,casteC,radicaleqB,casteB,casteA,radicaleqC,radicaleqA
504,turntakingC,turntakingB,turntakingA,rotateB,rotateC,rotateA
505,radicaleqB,rotate0A,radicaleqC,rotate0B,radicaleqA,rotate0C
506,random3A,random3C,radicaleqC,radicaleqA,radicaleqB,random3B
507,rotate0C,rotateA,rotate0A,rotate0B,rotateB,rotateC
508,equalizeC,equalizeB,equalizeC,equalizeA,equalizeA,equalizeB
509,random3C,turntakingB,turntakingA,random3B,turntakingC,random3A
510,radicaleqB,casteA,radicaleqA,casteC,casteB,radicaleqC
511,casteA,casteB,casteC,turntakingB,turntakingC,turntakingA
512,rotate0C,radicaleqB,radicaleqA,rotate0B,radicaleqC,rotate0A
513,rotateB,challengerA,challengerC,rotateA,rotateC,challengerB
514,rotate0B,casteA,casteC,rotate0A,rotate0C,casteB
515,randomC,random3B,randomB,random3A,randomA,random3C
516,rotateC,rotateB,rotateA,equalizeB,equalizeC,equalizeA
517,turntakingA,turntakingB,turntakingC,turntakingB,turntakingA,turntakingC
518,turntakingB,turntakingB,turntakingC,turntakingC,turntakingA,turntakingA
519,equalizeC,rotateB,rotateA,equalizeB,rotateC,equalizeA
520,rotateB,rotateA,randomC,randomB,rotateC,randomA
521,rotate0A,rotate0B,challengerB,challengerC,rotate0C,challengerA
522,rotateC,rotateA,rotateC,rotateA,rotateB,rotateB
523,casteC,randomA,randomC,casteA,casteB,randomB
524,turntakingC,radicaleqC,radicaleqA,radicaleqB,turntakingA,turntakingB
525,radicaleqC,random3A,radicaleqA,random3C,random3B,radicaleqB
526,radicaleqC,challengerA,radicaleqA,radicaleqB,challengerB,challengerC
527,casteC,casteB,casteA,random3B,random3C,random3A
528,randomB,randomC,casteC,randomA,casteB,casteA
529,rotateC,equalizeA,equalizeC,rotateA,rotateB,equalizeB
530,rotateA,rotateB,rotateC,challengerB,challengerC,challengerA
531,turntakingA,rotate0C,rotate0B,turntakingB,rotate0A,turntakingC
532,challengerB,challengerA,challengerC,challengerC,challengerB,challengerA
533,randomC,rotate0B,randomB,randomA,rotate0C,rotate0A
534,random3A,random3C,random3B,random3A,random3C,random3B
535,radicaleqA,radicaleqC,random3B,random3A,random3C,radicaleqB
536,rotateC,casteB,rotateB,casteA,rotateA,casteC
537,random3C,equalizeB,equalizeA,random3B,equalizeC,random3A
538,rotate0A,rotate0C,rotate0C,rotate0B,rotate0B,rotate0A
539,rotate0B,random3A,random3C,rotate0A,rotate0C,random3B
540,challengerB,challengerA,turntakingC,turntakingB,challengerC,turntakingA
541,rotate0C,casteA,rotate0A,rotate0B,casteB,casteC
542,rotateC,rotateA,rotateB,rotateB,rotateC,rotateA
543,turntakingA,turntakingC,randomB,randomA,randomC,turntakingB
544,casteA,casteC,equalizeB,equalizeA,equalizeC,casteB
545,casteC,casteB,casteA,rotateB,rotateC,rotateA
546,randomC,randomC,randomA,randomB,randomA,randomB
547,rotate0C,challengerA,rotate0A,rotate0B,challengerB,challengerC
548,rotate0B,rotateA,rotate0A,rotateC,rotateB,rotate0C
549,randomA,randomB,random3B,random3C,randomC,random3A
550,random3C,random3B,random3A,randomB,randomC,randomA
551,radicaleqC,turntakingA,radicaleqA,radicaleqB,turntakingB,turntakingC
552,rotateC,rotate0A,rotateA,rotate0C,rotate0B,rotateB
553,rotate0A,rotate0C,equalizeC,equalizeA,equalizeB,rotate0B
554,random3C,casteB,random3B,casteA,random3A,casteC
555,randomB,randomC,radicaleqC,randomA,radicaleqB,radicaleqA
556,random3A,random3C,random3A,random3B,random3B,random3C
557,equalizeC,rotate0A,rotate0C,equalizeA,equalizeB,rotate0B
558,randomA,randomA,randomC,randomB,randomB,randomC
559,equalizeA,equalizeC,radicaleqB,radicaleqA,radicaleqC,equalizeB
560,equalizeA,equalizeB,rotateB,rotateC,equalizeC,rotateA
561,random3B,random3A,random3C,random3B,random3A,random3C
562,randomB,randomC,challengerC,randomA,challengerB,challengerA
563,random3B,challengerA,challengerC,random3A,random3C,challengerB
564,casteC,randomC,randomA,randomB,casteA,casteB
565,random3B,casteA,random3A,casteC,casteB,random3C
566,challengerC,challengerB,challengerA,turntakingB,turntakingC,turntakingA
567,rotateB,turntakingA,turntakingC,rotateA,rotateC,turntakingB
568,random3C,randomB,random3B,random3A,randomC,randomA
569,randomA,randomB,randomC,rotateB,rotateC,rotateA
570,challengerC,challengerA,challengerC,challengerB,challengerA,challengerB
571,turntakingC,rotateA,rotateC,turntakingA,turntakingB,rotateB
572,turntakingC,equalizeC,equalizeA,equalizeB,turntakingA,turntakingB
573,random3C,random3A,random3B,random3B,random3A,random3C
574,challengerC,challengerA,challengerB,challengerA,challengerB,challengerC
575,rotate0A,rotate0C,rotate0A,rotate0B,rotate0B,rotate0C
576,radicaleqA,radicaleqC,rotate0B,rotate0A,rotate0C,radicaleqB
577,randomA,randomB,rotateB,rotateC,randomC,rotateA
578,turntakingC,casteB,turntakingB,turntakingA,casteC,casteA
579,rotateA,rotateC,turntakingC,turntakingA,turntakingB,rotateB
580,rotateC,radicaleqA,rotateA,radicaleqC,radicaleqB,rotateB
581,rotate0A,rotate0C,challengerC,challengerA,challengerB,rotate0B
582,randomB,randomB,randomC,randomA,randomA,randomC
583,challengerA,challengerB,challengerC,challengerC,challengerA,challengerB
584,turntakingB,turntakingA,randomC,randomB,turntakingC,randomA
585,casteC,challengerA,challengerB,challengerC,casteA,casteB
586,rotateA,rotateB,rotateB,rotateC,rotateA,rotateC
587,rotateC,turntakingB,turntakingA,rotateB,turntakingC,rotateA
588,equalizeC,challengerA,challengerB,challengerC,equalizeA,equalizeB
589,rotateC,randomC,randomA,randomB,rotateA,rotateB
590,random3C,casteA,casteB,casteC,random3A,random3B
591,casteB,randomA,casteC,randomB,casteA,randomC
592,rotateA,rotateB,equalizeC,rotateC,equalizeA,equalizeB
593,equalizeA,random3C,random3B,equalizeB,random3A,equalizeC
594,equalizeA,equalizeA,equalizeB,equalizeC,equalizeB,equalizeC
595,radicaleqA,radicaleqA,radicaleqB,radicaleqC,radicaleqB,radicaleqC
596,rotateB,turntakingA,rotateA,turntakingC,turntakingB,rotateC
597,random3A,random3C,rotateC,rotateA,rotateB,random3B
598,random3B,random3C,casteC,random3A,casteB,casteA
599,rotateC,casteA,rotateA,rotateB,casteB,casteC
600,radicaleqA,radicaleqB,randomC,radicaleqC,randomA,randomB
601,radicaleqC,radicaleqA,radicaleqA,radicaleqB,radicaleqC,radicaleqB
602,radicaleqB,radicaleqC,radicaleqB,radicaleqC,radicaleqA,radicaleqA
603,rotate0C,challengerA,challengerB,challengerC,rotate0A,rotate0B
604,challengerC,radicaleqA,radicaleqC,challengerA,challengerB,radicaleqB
605,radicaleqC,equalizeA,equalizeB,equalizeC,radicaleqA,radicaleqB
606,radicaleqC,turntakingB,turntakingA,radicaleqB,turntakingC,radicaleqA
607,randomA,randomB,randomC,equalizeB,equalizeC,equalizeA
608,casteB,casteC,turntakingC,casteA,turntakingB,turntakingA
609,radicaleqC,radicaleqB,radicaleqA,random3B,random3C,random3A
610,casteC,casteA,casteB,casteC,casteB,casteA
611,radicaleqB,radicaleqC,casteC,radicaleqA,casteB,casteA
612,equalizeA,equalizeB,casteB,casteC,equalizeC,casteA
613,random3B,radicaleqA,random3A,radicaleqC,radicaleqB,random3C
614,turntakingC,randomA,turntakingA,randomC,randomB,turntakingB
615,challengerB,rotateA,challengerC,rotateB,challengerA,rotateC
616,randomB,randomC,randomC,randomA,randomB,randomA
617,rotate0C,challengerB,rotate0B,challengerA,rotate0A,challengerC
618,casteA,casteB,rotate0C,casteC,rotate0A,rotate0B
619,randomB,randomC,equalizeC,randomA,equalizeB,equalizeA
620,rotateC,challengerB,rotateB,challengerA,rotateA,challengerC
621,rotateA,rotateB,rotate0C,rotateC,rotate0A,rotate0B
622,casteA,casteC,randomB,randomA,randomC,casteB
623,random3B,equalizeA,random3A,equalizeC,equalizeB,random3C
624,challengerC,rotate0A,challengerA,rotate0C,rotate0B,challengerB
625,casteB,radicaleqA,casteC,radicaleqB,casteA,radicaleqC
626,radicaleqC,random3B,radicaleqB,radicaleqA,random3C,random3A
627,equalizeB,casteA,casteC,equalizeA,equalizeC,casteB
628,casteB,equalizeA,casteC,equalizeB,casteA,equalizeC
629,turntakingB,equalizeA,turntakingC,equalizeB,turntakingA,equalizeC
630,casteA,casteB,casteC,casteB,casteA,casteC
631,randomC,rotateA,randomA,randomB,rotateB,rotateC
632,challengerC,turntakingA,challengerA,turntakingC,turntakingB,challengerB
633,turntakingC,rotate0A,turntakingA,rotate0C,rotate0B,turntakingB
634,turntakingC,turntakingB,turntakingA,rotate0B,rotate0C,rotate0A
635,random3A,random3B,random3C,equalizeB,equalizeC,equalizeA
636,radicaleqC,random3C,random3A,random3B,radicaleqA,radicaleqB
637,turntakingA,turntakingB,turntakingC,challengerB,challengerC,challengerA
638,randomB,randomA,rotate0C,rotate0B,randomC,rotate0A
639,equalizeB,equalizeC,casteC,equalizeA,casteB,casteA
640,turntakingA,randomC,randomB,turntakingB,randomA,turntakingC
641,turntakingA,rotateC,rotateB,turntakingB,rotateA,turntakingC
642,rotate0C,casteA,casteB,casteC,rotate0A,rotate0B
643,casteC,random3A,casteA,random3C,random3B,casteB
644,random3A,random3C,equalizeC,equalizeA,equalizeB,random3B
645,randomA,randomB,casteB,casteC,randomC,casteA
646,radicaleqB,radicaleqC,radicaleqA,radicaleqA,radicaleqB,radicaleqC
647,randomC,randomC,randomA,randomA,randomB,randomB
648,turntakingC,equalizeA,equalizeC,turntakingA,turntakingB,equalizeB
649,equalizeA,equalizeC,equalizeA,equalizeB,equalizeB,equalizeC
650,turntakingA,equalizeC,equalizeB,turntakingB,equalizeA,turntakingC
651,turntakingB,turntakingA,radicaleqC,radicaleqB,turntakingC,radicaleqA
652,equalizeA,equalizeB,equalizeA,equalizeC,equalizeC,equalizeB
653,challengerC,casteC,casteA,casteB,challengerA,challengerB
654,rotateC,challengerA,challengerB,challengerC,rotateA,rotateB
655,rotateC,challengerA,rotateA,rotateB,challengerB,challengerC
656,turntakingC,turntakingC,turntakingB,turntakingA,turntakingA,turntakingB
657,turntakingB,challengerA,challengerC,turntakingA,turntakingC,challengerB
658,casteC,rotate0A,rotate0C,casteA,casteB,rotate0B
659,rotate0C,randomB,rotate0B,randomA,rotate0A,randomC
660,random3C,turntakingA,random3A,random3B,turntakingB,turntakingC
661,random3A,randomC,randomB,random3B,randomA,random3C
662,rotate0B,randomA,randomC,rotate0A,rotate0C,randomB
663,rotate0B,challengerA,rotate0A,challengerC,challengerB,rotate0C
664,rotateA,rotateC,challengerC,challengerA,challengerB,rotateB
665,randomC,randomB,randomA,rotate0B,rotate0C,rotate0A
666,randomB,turntakingA,turntakingC,randomA,randomC,turntakingB
667,random3A,random3B,random3C,rotateB,rotateC,rotateA
668,rotateC,turntakingB,rotateB,turntakingA,rotateA,turntakingC
669,casteA,casteC,rotate0B,rotate0A,rotate0C,casteB
670,turntakingC,casteA,casteC,turntakingA,turntakingB,casteB
671,challengerC,equalizeB,challengerB,challengerA,equalizeC,equalizeA
672,challengerA,challengerB,radicaleqC,challengerC,radicaleqA,radicaleqB
673,challengerC,challengerB,challengerA,challengerB,challengerA,challengerC
674,rotateA,rotateC,rotate0B,rotate0A,rotate0C,rotateB
675,casteC,turntakingB,turntakingA,casteB,turntakingC,casteA
676,challengerC,randomC,randomA,randomB,challengerA,challengerB
677,radicaleqC,rotate0B,radicaleqB,radicaleqA,rotate0C,rotate0A
678,random3A,random3B,rotateB,rotateC,random3C,rotateA
679,rotate0B,rotate0A,rotate0A,rotate0C,rotate0C,rotate0B
680,equalizeA,equalizeB,equalizeC,equalizeB,equalizeC,equalizeA
681,challengerC,rotateA,challengerA,rotateC,rotateB,challengerB
682,radicaleqA,radicaleqB,challengerB,challengerC,radicaleqC,challengerA
683,challengerC,challengerC,challengerA,challengerB,challengerA,challengerB
684,randomA,randomB,equalizeB,equalizeC,randomC,equalizeA
685,radicaleqC,casteA,casteB,casteC,radicaleqA,radicaleqB
686,equalizeA,equalizeC,rotateC,rotateA,rotateB,equalizeB
687,randomA,randomA,randomB,randomB,randomC,randomC
688,random3C,random3B,random3A,rotate0B,rotate0C,rotate0A
689,challengerC,challengerB,challengerA,challengerB,challengerC,challengerA
690,rotate0C,casteB,rotate0B,casteA,rotate0A,casteC
691,rotateC,radicaleqC,radicaleqA,radicaleqB,rotateA,rotateB
692,challengerC,casteA,casteC,challengerA,challengerB,casteB
693,radicaleqA,radicaleqC,equalizeC,equalizeA,equalizeB,radicaleqB
694,rotate0C,challengerB,challengerA,rotate0B,challengerC,rotate0A
695,rotate0A,rotate0B,radicaleqB,radicaleqC,rotate0C,radicaleqA
696,rotate0B,rotate0B,rotate0C,rotate0A,rotate0C,rotate0A
697,casteC,randomB,casteB,casteA,randomC,randomA
698,randomC,rotate0A,rotate0C,randomA,randomB,rotate0B
699,rotate0C,randomA,randomB,randomC,rotate0A,rotate0B
700,random3A,random3B,random3C,casteB,casteC,casteA
701,randomB,randomC,randomA,randomA,randomC,randomB
702,radicaleqC,radicaleqC,radicaleqA,radicaleqA,radicaleqB,radicaleqB
703,rotate0C,rotateB,rotate0B,rotateA,rotate0A,rotateC
704,challengerC,turntakingB,challengerB,challengerA,turntakingC,turntakingA
705,radicaleqC,radicaleqA,radicaleqA,radicaleqB,radicaleqC,radicaleqB
706,radicaleqB,radicaleqC,turntakingC,radicaleqA,turntakingB,turntakingA
707,radicaleqB,challengerA,challengerC,radicaleqA,radicaleqC,challengerB
708,casteC,radicaleqC,radicaleqA,radicaleqB,casteA,casteB
709,radicaleqB,radicaleqC,rotateC,radicaleqA,rotateB,rotateA
710,equalizeC,equalizeA,equalizeB,equalizeB,equalizeC,equalizeA
711,random3A,random3B,challengerB,challengerC,random3C,challengerA
712,equalizeC,randomC,randomA,randomB,equalizeA,equalizeB
713,radicaleqC,randomB,radicaleqB,radicaleqA,randomC,randomA
714,rotate0A,rotate0B,rotate0C,random3B,random3C,random3A
715,turntakingA,random3C,random3B,turntakingB,random3A,turntakingC
716,equalizeC,equalizeB,equalizeA,equalizeB,equalizeC,equalizeA
717,casteC,radicaleqA,radicaleqC,casteA,casteB,radicaleqB
718,random3B,casteA,casteC,random3A,random3C,casteB
719,challengerC,challengerB,challengerA,random3B,random3C,random3A
720,randomB,random3A,randomA,random3C,random3B,randomC
721,radicaleqC,radicaleqB,radicaleqA,randomB,randomC,randomA
722,random3A,random3B,random3B,random3C,random3A,random3C
723,randomB,randomA,randomB,randomC,randomC,randomA
724,equalizeB,casteA,equalizeA,casteC,casteB,equalizeC
725,turntakingC,rotate0C,rotate0A,rotate0B,turntakingA,turntakingB
726,random3A,random3B,random3C,random3C,random3B,random3A
727,casteC,challengerB,casteB,challengerA,casteA,challengerC
728,casteA,casteB,rotateC,casteC,rotateA,rotateB
729,equalizeC,casteA,equalizeA,equalizeB,casteB,casteC
730,equalizeC,turntakingA,equalizeA,equalizeB,turntakingB,turntakingC
731,turntakingA,turntakingB,rotate0C,turntakingC,rotate0A,rotate0B
732,radicaleqA,radicaleqC,casteC,casteA,casteB,radicaleqB
733,rotate0A,rotate0C,radicaleqC,radicaleqA,radicaleqB,rotate0B
734,challengerB,casteA,challengerC,casteB,challengerA,casteC
735,randomB,challengerA,challengerC,randomA,randomC,challengerB
736,rotate0B,rotate0C,rotate0A,rotate0A,rotate0B,rotate0C
737,random3B,random3B,random3C,random3A,random3C,random3A
738,challengerC,rotate0A,rotate0C,challengerA,challengerB,rotate0B
739,random3A,random3B,turntakingB,turntakingC,random3C,turntakingA
740,rotate0B,random3A,rotate0A,random3C,random3B,rotate0C
741,turntakingA,turntakingC,rotateB,rotateA,rotateC,turntakingB
742,random3B,turntakingA,random3A,turntakingC,turntakingB,random3C
743,challengerB,equalizeA,challengerC,equalizeB,challengerA,equalizeC
744,rotate0B,turntakingA,turntakingC,rotate0A,rotate0C,turntakingB
745,equalizeB,challengerA,challengerC,equalizeA,equalizeC,challengerB
746,rotateA,rotateB,rotateC,turntakingB,turntakingC,turntakingA
747,casteC,challengerA,casteA,casteB,challengerB,challengerC
748,casteA,rotateC,rotateB,casteB,rotateA,casteC
749,radicaleqB,equalizeA,radicaleqA,equalizeC,equalizeB,radicaleqC
750,radicaleqC,radicaleqB,radicaleqA,rotate0B,rotate0C,rotate0A
751,rotateA,rotateB,randomC,rotateC,randomA,randomB
752,turntakingC,random3A,random3C,turntakingA,turntakingB,random3B
753,randomC,randomC,randomB,randomA,randomB,randomA
754,rotateC,rotateC,rotateA,rotateB,rotateA,rotateB
755,random3A,random3B,casteB,casteC,random3C,casteA
756,turntakingA,turntakingC,casteB,casteA,casteC,turntakingB
757,rotate0A,rotate0A,rotate0B,rotate0C,rotate0B,rotate0C
758,random3B,random3C,rotateC,random3A,rotateB,rotateA
759,radicaleqA,radicaleqC,turntakingC,turntakingA,turntakingB,radicaleqB
760,equalizeA,rotate0C,rotate0B,equalizeB,rotate0A,equalizeC
761,casteA,casteB,radicaleqC,casteC,radicaleqA,radicaleqB
762,casteB,casteA,casteC,casteC,casteB,casteA
763,casteB,casteA,equalizeC,equalizeB,casteC,equalizeA
764,challengerC,radicaleqC,radicaleqA,radicaleqB,challengerA,challengerB
765,randomC,turntakingB,randomB,turntakingA,randomA,turntakingC
766,random3B,turntakingA,turntakingC,random3A,random3C,turntakingB
767,rotateB,rotateB,rotateC,rotateA,rotateC,rotateA
768,equalizeB,equalizeC,equalizeA,equalizeC,equalizeA,equalizeB
769,rotate0C,rotate0B,rotate0B,rotate0A,rotate0A,rotate0C
770,challengerA,challengerB,randomC,challengerC,randomA,randomB
771,rotate0B,radicaleqA,radicaleqC,rotate0A,rotate0C,radicaleqB
772,challengerC,random3B,challengerB,challengerA,random3C,random3A
773,random3C,equalizeA,random3A,random3B,equalizeB,equalizeC
774,radicaleqC,rotateB,rotateA,radicaleqB,rotateC,radicaleqA
775,rotateB,rotate0A,rotateC,rotate0B,rotateA,rotate0C
776,rotateB,equalizeA,rotateC,equalizeB,rotateA,equalizeC
777,rotateC,radicaleqB,rotateB,rotateA,radicaleqC,radicaleqA
778,challengerB,challengerA,random3C,random3B,challengerC,random3A
779,randomC,turntakingA,randomA,randomB,turntakingB,turntakingC
780,rotate0C,rotate0A,rotate0C,rotate0A,rotate0B,rotate0B
781,equalizeC,equalizeA,equalizeA,equalizeB,equalizeC,equalizeB
782,randomC,challengerA,randomA,randomB,challengerB,challengerC
783,random3C,challengerB,challengerA,random3B,challengerC,random3A
784,equalizeC,rotate0C,rotate0A,rotate0B,equalizeA,equalizeB
785,randomC,rotateB,rotateA,randomB,rotateC,randomA
786,radicaleqA,radicaleqB,radicaleqC,casteB,casteC,casteA
787,casteA,casteB,turntakingB,turntakingC,casteC,turntakingA
788,equalizeC,rotateB,equalizeB,rotateA,equalizeA,rotateC
789,radicaleqB,equalizeA,equalizeC,radicaleqA,radicaleqC,equalizeB
790,rotateA,rotateC,equalizeB,equalizeA,equalizeC,rotateB
791,challengerC,randomA,challengerA,randomC,randomB,challengerB
792,challengerA,randomC,randomB,challengerB,randomA,challengerC
793,equalizeA,randomC,randomB,equalizeB,randomA,equalizeC
794,randomC,randomA,randomB,randomA,randomB,randomC
795,challengerC,challengerB,challengerA,casteB,casteC,casteA
796,randomB,randomC,randomC,randomA,randomA,randomB
797,turntakingB,turntakingC,challengerC,turntakingA,challengerB,challengerA
798,equalizeC,rotate0A,equalizeA,rotate0C,rotate0B,equalizeB
799,radicaleqA,rotate0C,rotate0B,radicaleqB,rotate0A,radicaleqC
800,random3C,challengerA,challengerB,challengerC,random3A,random3B
801,equalizeC,random3A,random3C,equalizeA,equalizeB,random3B
802,turntakingC,challengerA,challengerB,challengerC,turntakingA,turntakingB
803,equalizeA,equalizeC,equalizeB,equalizeA,equalizeB,equalizeC
804,radicaleqC,rotateA,radicaleqA,radicaleqB,rotateB,rotateC
805,radicaleqA,radicaleqB,radicaleqB,radicaleqC,radicaleqC,radicaleqA
806,random3C,rotate0B,random3B,random3A,rotate0C,rotate0A
807,rotate0C,random3A,rotate0A,rotate0B,random3B,random3C
808,rotate0C,radicaleqA,radicaleqB,radicaleqC,rotate0A,rotate0B
809,turntakingB,turntakingA,casteC,casteB,turntakingC,casteA
810,radicaleqA,radicaleqB,radicaleqC,radicaleqB,radicaleqC,radicaleqA
811,turntakingC,rotateB,turntakingB,turntakingA,rotateC,rotateA
812,radicaleqB,radicaleqC,radicaleqC,radicaleqA,radicaleqA,radicaleqB
813,rotate0A,rotate0B,rotate0C,challengerB,challengerC,challengerA
814,random3C,randomA,random3A,randomC,randomB,random3B
815,rotateC,rotateC,rotateA,rotateB,rotateB,rotateA
816,challengerC,turntakingA,turntakingC,challengerA,challengerB,turntakingB
817,randomC,casteB,randomB,casteA,randomA,casteC
818,equalizeC,rotateA,equalizeA,equalizeB,rotateB,rotateC
819,rotate0B,rotate0C,randomC,rotate0A,randomB,randomA
820,turntakingC,turntakingB,turntakingA,random3B,random3C,random3A
821,challengerB,challengerA,challengerB,challengerA,challengerC,challengerC
822,equalizeB,radicaleqA,equalizeC,radicaleqB,equalizeA,radicaleqC
823,randomA,randomC,turntakingC,turntakingA,turntakingB,randomB
824,radicaleqA,radicaleqB,radicaleqC,challengerB,challengerC,challengerA
825,random3C,radicaleqA,random3A,random3B,radicaleqB,radicaleqC
826,challengerC,challengerB,challengerA,randomB,randomC,randomA
827,randomC,radicaleqB,radicaleqA,randomB,radicaleqC,randomA
828,rotate0B,rotate0C,rotate0B,rotate0C,rotate0A,rotate0A
829,challengerC,random3A,random3C,challengerA,challengerB,random3B
830,radicaleqB,challengerA,radicaleqA,challengerC,challengerB,radicaleqC
831,rotateC,randomA,randomC,rotateA,rotateB,randomB
832,equalizeA,equalizeC,randomB,randomA,randomC,equalizeB
833,casteC,casteB,casteA,radicaleqB,radicaleqC,radicaleqA
834,equalizeA,equalizeC,challengerC,challengerA,challengerB,equalizeB
835,equalizeC,challengerB,equalizeB,challengerA,equalizeA,challengerC
836,challengerA,rotate0C,rotate0B,challengerB,rotate0A,challengerC
